Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8
u1108,5.67613,38.793,43.3587,5.23433,17.9394,7.61371,4.03119,-5.18162
u1109,-71.8021,14.3103,3.0234,5.46173,12.9196,23.1503,9.23206,-4.54578
u111,161.978,14.2041,-82.0348,-0.0197154,60.7377,10.7424,-6.91995,-0.734019
u1110,5.37854,-35.7615,-12.2645,1.19122,-0.327607,-1.96021,0.0671497,-0.360259
u1111,25.4269,-29.1954,-3.71081,0.319718,-1.45233,-0.232097,-3.01524,-4.33333
u1112,-262.754,48.5279,-29.9853,-15.7432,-22.7297,-16.678,2.90203,-23.0886
u1113,53.1495,88.0394,37.6098,9.09519,38.7025,20.8454,15.6252,4.92059
u1114,-17.0995,23.4343,33.6684,15.3654,17.0644,-3.93928,5.89576,15.0251
u1115,47.482,-14.4624,3.53648,6.68991,8.19568,15.1994,4.27148,1.52774
u1116,32.4338,-33.9411,-20.6034,2.356,-12.0162,-9.53543,5.22638,-5.85049
u1117,-81.0789,-18.8414,-2.7403,1.39956,1.66795,-6.95224,-3.86865,-4.75848
u1118,71.6567,1.69826,18.3643,8.55095,-8.33762,-25.7978,6.68955,3.71343
u1119,40.9774,25.87,-105.974,41.9909,31.969,-20.2042,5.14146,-9.26904
u112,-55.211,-22.5961,-2.71976,0.825297,-1.06037,1.05478,4.37204,-4.62451
u1120,144.569,-47.7683,-3.69755,11.1949,-1.19977,-0.376541,-6.07253,8.30299
u1121,16.1685,28.1631,54.735,3.33946,-10.2943,-0.970691,-6.50457,5.65657
u1122,0.225876,-26.2253,4.58387,5.80545,-10.9501,2.32995,11.0467,10.8653
u1123,-111.584,56.1164,-71.7009,8.77632,-0.272786,-8.36642,13.3717,-12.5425
u1124,-92.6933,5.23888,9.85991,-18.9422,4.63498,1.63905,-3.18412,-8.86209
u1125,16.879,-17.1161,16.4502,-11.9198,5.44321,3.03144,4.77085,-4.45575
u1126,94.0669,9.20723,16.5059,10.7159,-24.6122,-22.1904,-2.46942,-5.92843
u1127,-21.134,17.699,24.5423,-15.4562,5.25651,-10.9921,-12.3589,-0.801845
u1128,41.0148,-16.0703,13.5231,17.2356,9.12198,13.5195,-3.18354,7.58937
u1129,52.2866,-30.9115,6.10455,6.79759,-7.69857,-1.29612,2.30936,3.55336
u113,-67.8259,13.8068,14.6647,3.08665,-6.67936,-13.7327,-6.77059,25.2835
u1130,-22.24,16.4799,32.9872,-0.7495,-20.0783,1.15422,9.29134,-4.10269
u1131,-12.0123,-3.36878,16.1654,-1.25835,-11.8604,-13.2815,-4.43445,6.01382
u1132,108.037,6.50137,28.2865,23.6976,0.0665039,7.14597,7.7352,-6.70713
u1133,28.585,-32.8745,-2.32108,-1.61874,-1.73972,10.7429,-0.692583,7.55726
u1134,-70.4209,-9.26554,-5.94092,8.36823,12.967,14.9862,15.3408,0.665802
u1135,-66.0094,63.6547,-80.5542,43.7497,-21.1277,10.2962,-35.5688,34.5483
u1136,-38.3819,-20.2446,5.65984,0.728652,-13.863,-0.613661,-3.03969,-1.40528
u1137,-35.4443,-11.9858,0.383639,6.72395,5.69372,-1.15117,4.4495,6.92868
u1138,55.4016,47.3866,-8.64436,5.1522,-34.546,-5.34336,25.8844,-4.21563
u1139,74.4229,-27.7385,7.45965,7.899,3.61863,-4.61453,3.23395,10.7581
u114,47.6873,-16.6316,14.0157,-9.2476,-18.9456,-3.54343,0.0138567,3.54871
u1140,32.3726,63.6216,-0.274076,-33.2008,-3.40277,21.2288,52.0403,-9.77822
u1141,62.9952,109.023,10.0091,21.5443,2.63136,-1.6661,45.097,14.5514
u1142,-38.7682,-37.6594,-15.2978,0.357135,-3.55113,-1.74628,-2.41089,1.22544
u1143,-72.7968,-24.2415,2.52026,0.955365,-8.95255,-1.55685,3.16333,2.98643
u1144,-96.6523,-1.96271,11.361,-17.2505,-3.05168,2.64939,4.91333,4.44559
u1145,112.773,-12.6932,6.96618,12.8897,-4.22727,25.7646,-3.73311,3.86741
u1146,-5.75805,-14.9929,19.9988,5.57637,-2.90611,2.61367,2.03491,0.135602
u1147,-48.9307,-3.87563,18.5763,10.2537,-3.50031,1.73311,6.63224,-0.0554899
u1148,1.18829,6.21439,18.9941,7.29985,2.41463,-8.65396,10.1931,16.9524
u1149,-22.571,-38.4563,-1.2988,4.77213,-0.0867089,2.46623,0.37258,8.97095
u115,-27.8118,-43.2025,-9.08714,2.73294,-2.69853,-1.53817,1.69993,2.50512
u1150,-96.1265,11.8183,19.6327,-0.894778,-10.0496,-4.38539,-0.306472,1.24806
u1151,6.36522,6.38728,-23.2022,-58.4255,2.23304,23.0285,47.1,-55.595
u1152,28.5256,57.6509,-27.2537,125.959,12.3319,43.91,26.7962,-69.1706
u1153,-27.2245,-31.6554,-1.27446,0.744841,2.30339,4.72342,0.572067,-2.51692
u1154,-52.1254,63.6956,-33.7178,-30.7782,-9.34472,-51.3297,-30.0377,12.1698
u1155,60.6376,-7.08344,-4.84429,-13.0153,-0.36872,-33.1391,-8.82164,-16.2137
u1156,-76.2469,-21.3936,-7.02703,-25.0126,-1.32098,9.47378,-0.0637577,-3.83216
u1157,31.9753,-20.203,0.991115,-3.91149,27.5769,-7.87653,-8.34596,6.25752
u1158,41.2929,-41.0164,-13.6113,-13.9085,2.47524,-1.97094,2.25971,8.41315
u1159,-19.1187,-8.48981,13.477,11.9776,18.8483,12.8781,1.29121,-7.00044
u116,-97.134,-3.37295,12.8767,1.18513,-5.73428,5.97092,-0.185185,9.15692
u1160,-37.8749,-16.3699,14.781,-4.67767,-0.382205,1.45154,-1.49398,2.59139
u1161,72.2306,-42.475,-3.40713,-14.2541,-16.5054,10.8905,-8.81529,0.160264
u1162,-7.53205,13.0968,21.9443,10.0127,-3.20645,-1.82168,-3.63485,2.55342
u1163,50.9816,6.953,32.1875,12.5681,-0.367763,10.7232,-5.81372,-2.8901
u1164,113.586,-27.6683,-0.948268,37.9143,-1.43896,1.38806,-9.19153,-0.179237
u1165,54.0747,157.132,-92.3924,-9.20134,79.2941,-4.84335,6.8662,-8.70247
u1166,-101.026,258.86,-77.8198,-10.8893,-84.2097,-9.24115,-13.3083,26.443
u1167,22.447,-23.165,7.87668,1.27706,-3.70596,-2.41265,0.0268644,-4.57868
u1168,-119.405,-17.741,-5.65852,-0.24813,-13.242,12.959,-0.235489,7.98608
u1169,88.9963,147.784,10.0798,33.9109,-40.0249,20.3742,-7.92846,-12.0134
u117,27.9169,-35.6946,6.83038,3.82092,-4.5745,-1.35476,-0.435429,-0.0756146
u1170,37.6583,-32.6922,3.64569,8.92347,-4.88499,4.52331,1.36119,-2.97921
u1171,51.0233,155.676,52.248,18.8373,-16.3624,-54.8442,-32.2766,10.6126
u1172,19.5048,-17.1934,17.6899,9.89289,-5.82499,2.74024,-0.527292,8.4636
u1173,-23.3651,-11.959,22.199,11.2867,9.52035,-5.11585,0.981855,3.99991
u1174,-81.6767,-29.6322,-1.64104,-0.0369437,-5.73358,-1.61222,-2.13668,-3.11253
u1175,38.5665,-44.6567,-1.59087,7.65772,5.80489,-6.52566,8.73878,-5.58176
u1176,99.9964,70.1476,70.7852,1.89092,8.43495,13.6858,-11.625,-4.68353
u1177,68.9722,168.447,-39.8646,-12.2658,-15.7496,-0.324857,-70.4065,15.306
u1178,-39.1771,-30.159,1.66726,4.05196,1.47985,6.34144,0.0914225,-0.820917
u1179,42.9381,-53.7837,-9.72979,5.98726,-0.379928,0.499822,1.93678,2.03252
u118,7.41016,36.4372,43.1345,5.6251,-2.63738,-4.38533,-0.4745,16.8801
u1180,-162.946,0.790567,16.2147,-6.21053,-3.45667,5.49961,2.32025,-0.417445
u1181,59.0007,49.885,64.3592,14.2613,-24.0693,-1.00228,5.28399,-16.9792
u1182,-157.287,-9.58223,3.75958,0.207533,-0.110459,1.76753,2.63086,-6.14917
u1183,-33.5078,-0.646747,8.02477,-0.512501,15.5354,2.59273,8.74184,9.86393
u1184,-86.4911,-30.5493,-2.39917,-13.7227,4.12365,-3.69993,3.0027,-13.4249
u1185,-103.168,-26.3008,-13.7058,2.49463,8.26791,6.88563,-10.1754,-1.11876
u1186,1.18653,43.4895,49.3053,6.36262,-5.00561,1.96851,19.3734,-2.22742
u1187,-79.9092,-16.5397,0.717266,-0.466521,7.47593,-2.88599,6.32842,16.066
u1188,-49.643,29.877,41.0109,-0.844761,9.68648,10.4609,10.4453,-16.9446
u1189,115.981,12.671,-65.8659,-10.6694,-41.6958,-6.68619,64.4613,-36.3122
u119,50.483,-0.262271,10.5194,-32.1445,2.8565,-0.992582,9.95852,-6.93625
u1190,-43.8244,-31.7082,3.67997,7.78668,-2.34202,-5.60546,11.9804,-6.54766
u1191,112.499,-45.7504,-1.48032,7.85027,-3.291,3.47027,-0.11688,4.16096
u1192,12.4123,-21.5036,-11.1948,-5.55413,11.5315,7.41708,4.71999,2.08131
u1193,-18.1851,-25.7884,5.45659,3.84977,-0.460482,11.6547,0.407681,1.11124
u1194,13.4477,-47.2164,-2.67194,4.16157,-3.77628,0.709208,1.78523,7.58171
u1195,-29.2438,20.3332,-51.3636,-21.6224,-1.60479,17.9068,-9.84416,27.3194
u1196,61.6982,64.8585,0.201796,24.2654,14.8173,-39.3062,8.45548,-7.8975
u1197,-3.04895,12.1769,12.8471,-0.478815,16.4697,13.8345,4.24677,-6.59448
u1198,126.67,100.433,-2.24679,-15.5155,42.9426,63.3471,-21.3614,-5.06568
u1199,191.26,5.55698,-10.3364,-13.4134,-8.81424,-17.5761,-2.91064,-51.3649
u12,-61.6235,-30.5581,-0.107727,5.08055,2.95222,1.01625,-3.90624,7.73612
u120,9.73092,-41.6984,0.926861,-0.453937,-8.19514,-1.51962,2.81504,-3.01736
u1200,-59.767,-19.4327,9.30994,-0.0185301,3.06745,8.42632,-3.13425,2.82662
u1201,70.4315,74.022,-50.699,-45.1139,13.8017,30.0957,33.9168,-2.34009
u1202,14.6298,4.82793,29.1417,1.9313,-15.1984,1.17145,-4.78963,2.65434
u1203,21.6802,-22.5357,9.54793,-1.15891,-6.34886,-0.470627,-2.25295,-2.4275
u1204,-52.2989,-24.526,8.95736,-6.78047,-0.318237,-2.68845,1.71704,4.5633
u1205,-44.3808,-4.87765,14.0673,6.03566,-7.91172,16.8549,-8.59671,-4.38533
u1206,-5.51272,-40.4869,-7.06669,-2.05949,3.0973,4.70614,-0.382793,0.799317
u1207,-51.422,-41.9453,-4.3931,0.690251,2.67566,-3.76597,-0.47503,-7.85943
u1208,26.3191,-16.8571,-19.8341,-50.1614,8.27859,-7.41344,-15.0721,7.14205
u1209,24.8768,-14.9317,14.1377,-1.92911,-5.18829,-6.05463,1.82814,-6.09355
u121,29.001,-26.6702,9.05066,2.57337,-0.64256,-4.28228,5.56412,15.9004
u1210,38.9094,-11.5851,12.402,8.82014,-10.5166,-9.79381,7.67148,-8.24754
u1211,7.85132,19.9705,11.6051,0.713213,17.3543,-12.999,11.9249,2.66084
u1212,43.0112,40.9644,24.0304,-0.720708,-2.63179,19.4547,-11.013,0.75866
u1213,55.2291,-32.2306,2.22505,2.43714,-7.77121,9.08595,3.6582,6.62455
u1214,-13.6976,0.733516,-22.0052,22.4101,6.09001,-6.49569,-30.6816,-17.5327
u1215,-22.8417,-24.3451,14.1576,-0.796622,1.37644,6.49537,-2.30669,-2.93948
u1216,-67.4247,-29.2148,0.771705,-4.23731,0.675096,2.89383,-0.953767,2.44402
u1217,1.90859,-24.1417,3.17076,-6.17772,-17.9952,8.44965,-1.00116,8.24234
u1218,-66.316,-37.7564,-6.8251,-7.02117,-0.152975,6.80947,0.476963,-13.9164
u1219,-14.0666,-5.4083,27.5004,-3.66918,-2.64648,-12.2567,3.40491,2.15531
u122,77.2778,-30.3037,-29.8748,2.70486,13.2921,-36.2994,0.297085,-14.4214
u1220,3.91018,-33.2115,4.67827,5.28644,1.93846,1.75625,-5.5893,2.17807
u1221,7.71808,-9.62733,16.0028,11.2219,0.630427,0.0342495,10.5277,1.69747
u1222,-14.9861,25.7969,-14.3887,-3.3113,33.6694,-36.2064,17.2211,-2.59563
u1223,27.7157,-43.5552,-2.13173,-8.16076,-5.97976,-1.39138,0.353868,1.25232
u1224,-139.277,-4.86795,-4.87244,-5.35401,-2.48608,-3.08427,10.3981,10.1137
u1225,51.5757,-31.1952,-7.89695,-13.1639,6.57695,2.23192,11.7383,4.21823
u1226,85.4773,6.16184,21.1306,-13.6896,20.1183,-31.1261,-13.4708,14.2436
u1227,85.6925,-24.2223,14.8142,3.39831,-0.668334,-6.39387,4.08969,-0.111237
u1228,90.0946,25.8841,9.48038,-12.4564,-7.6166,-7.60732,0.225775,-13.194
u1229,-14.3702,-28.8212,4.32013,13.3789,2.87568,-1.74775,8.87084,8.4002
u123,24.9364,-39.8033,-10.0645,-6.37957,5.24881,-9.13508,-1.7459,10.5782
u1230,-95.8733,49.5948,34.3452,0.508556,-19.7245,3.55613,4.09561,-19.0335
u1231,-34.5546,-30.0625,1.34989,0.757572,4.87692,4.45747,-3.97729,4.16686
u1232,40.8669,-33.3155,2.49068,15.2444,-2.46398,7.44432,-4.52716,-3.39364
u1233,52.9504,-27.2533,7.97789,10.4465,3.78459,2.31084,1.66359,8.52806
u1234,12.5466,-20.0605,7.42099,2.87352,-4.39715,6.34737,1.2981,0.45398
u1235,74.4777,-24.9065,10.3418,7.84851,0.514307,3.58128,3.36788,1.78441
u1236,-35.2531,-20.924,0.444608,7.82952,6.68378,2.60652,5.0135,2.53712
u1237,101.74,129.779,-151.674,-28.0111,-40.5351,19.0612,41.7236,22.9224
u1238,-79.134,-29.1953,3.09713,-4.33021,1.99289,5.10274,-2.44425,-0.193051
u1239,-83.8106,-9.93721,6.307,-4.05437,-5.77884,8.08324,-3.01953,1.69212
u124,65.7582,-43.972,1.91497,2.99294,-3.99079,5.33547,-1.81974,2.28847
u1240,54.4134,-7.4284,-56.0042,-10.3736,0.982454,13.7588,-0.362402,-11.7046
u1241,-3.13009,-28.9074,-5.00994,4.33766,-5.25862,-1.82604,18.2156,14.9541
u1242,179.832,16.7475,-105.333,30.7703,-8.05426,53.3866,-24.3952,2.24373
u1243,124.231,-44.0093,4.84604,-2.21469,-9.85,4.58189,-3.89872,6.15852
u1244,-47.7028,-36.5975,0.676164,2.82173,-0.608772,5.95809,-1.20902,2.06253
u1245,-4.66974,-15.7517,14.7729,-6.15722,0.684526,6.83782,3.14729,-5.8205
u1246,36.2251,-39.5677,3.9532,12.1633,-0.750369,3.39852,-0.201546,-3.42951
u1247,110.068,16.9437,6.40119,15.1682,31.0259,-2.87288,0.674487,10.2901
u1248,-208.851,-11.1615,-19.5696,-15.7869,-10.1492,11.8325,-10.7978,-4.81944
u1249,-67.707,-7.36918,-2.29893,-5.32616,-9.0041,-10.3309,0.421255,-7.31296
u125,-72.443,-22.0505,-14.9629,-1.02046,5.08675,7.25817,-1.04782,2.26169
u1250,34.8887,-26.6187,-0.661061,-4.45801,-15.8547,-11.6485,-2.71216,-1.3727
u1251,-77.5982,-21.4159,6.11095,-0.637581,-0.318383,6.69085,-5.54027,2.95422
u1252,14.6544,20.4834,-14.3313,6.59727,-13.8183,-0.0655844,-22.0355,9.59336
u1253,-23.5457,-25.5377,9.96402,-2.5265,-4.70829,2.59125,0.889852,0.510546
u1254,3.7992,-24.2571,7.78044,-10.1932,-1.09754,1.91205,-4.52579,6.35719
u1255,-70.1443,-6.85159,13.4559,10.832,2.83946,5.0993,-0.182761,-0.954098
u1256,-61.7396,-30.1446,-6.96255,1.24391,-2.11257,-10.4513,8.83105,3.73596
u1257,-54.2531,-35.1587,-4.18212,6.44076,-10.3942,3.15544,5.85036,-3.97785
u1258,163.295,139.002,-32.8767,-65.8562,-13.5472,6.06912,25.4579,-6.90897
u1259,1.40196,0.369401,24.7085,-11.5395,-3.4096,-1.00171,-5.28744,-12.3117
u126,-159.736,-13.0306,11.0649,0.457257,9.45039,-0.397282,-3.71679,0.585011
u1260,53.6178,21.7159,-56.908,-69.9927,-11.2586,-14.5911,-15.3702,-40.3241
u1261,-132.523,21.0305,-11.6366,-0.581742,12.4352,-23.6007,13.1372,-1.90489
u1262,-40.4277,-28.9792,-8.1221,-4.82254,1.61795,4.58735,8.48002,2.3863
u1263,128.538,-27.8101,4.48084,-4.5395,-11.5655,-1.92216,1.05136,12.9741
u1264,-109.512,-29.2636,-3.52782,6.94696,1.70725,6.51145,-2.39844,-3.28258
u1265,131.883,44.5385,-65.829,4.09212,43.0279,28.4777,7.36747,36.1239
u1266,15.041,130.318,-30.7288,-7.59257,58.0442,24.0369,-9.58879,36.0729
u1267,-88.8169,-35.0937,-6.4501,-2.63477,-2.46095,2.47292,2.31116,-0.731704
u1268,22.0444,-34.3065,4.8858,-2.01596,-0.772485,3.65861,-6.92307,-0.109134
u1269,16.6121,-34.1539,-8.44277,5.69718,-0.879141,5.66305,2.91227,-1.83805
u127,37.0201,-23.9252,-44.2893,16.2023,-8.58684,-4.32009,7.90324,-5.2599
u1270,-20.8406,130.179,-48.8102,36.2159,34.5735,20.476,-18.4983,-9.82777
u1271,-99.9727,11.5329,26.3436,-1.88775,2.80033,7.08625,1.06134,-7.61734
u1272,-76.5125,17.8246,-5.14588,27.6798,-15.1136,10.49,-14.1269,-12.2794
u1273,50.1693,-22.1632,1.02044,16.7841,28.3836,-13.2406,-23.9112,-8.43234
u1274,-35.428,-29.652,3.16241,5.97052,-2.04183,-0.452308,1.54931,0.159329
u1275,-5.19821,-9.19187,14.2572,-4.29349,-7.61059,5.51112,-7.5091,-1.14719
u1276,157.659,-18.6108,0.459867,36.7787,4.90679,12.6118,-13.8305,34.777
u1277,-48.4677,32.7593,-8.25869,-7.82971,-57.4388,-3.62808,-0.922188,-4.06033
u1278,59.4613,-11.1179,3.8894,-14.7216,20.877,4.60462,-3.05644,2.36829
u1279,-1.1995,-30.6406,-4.0307,-2.58807,-11.867,-2.35904,-0.554742,-6.53745
u128,-62.9923,43.6106,19.6998,12.2513,-8.80234,10.8593,-19.6643,17.3241
u1280,-126.97,-24.3975,-0.407403,10.3567,2.9188,2.2848,6.79687,-1.83564
u1281,32.8461,-7.76334,18.1956,-4.4844,-14.2713,6.99558,-7.46568,-4.93509
u1282,-95.091,2.10528,-16.7864,14.6107,25.7344,-2.8036,7.34352,6.23632
u1283,-153.421,37.8907,20.437,18.9026,7.14294,19.3392,3.73198,10.3736
u1284,45.2627,-4.74715,19.9947,-5.86703,-9.11245,-11.3207,-6.27903,2.19982
u1285,-54.823,0.901959,-16.4703,-4.53064,4.88957,-29.0096,7.55174,5.15405
u1286,-116.402,29.6924,-21.1142,10.296,-15.7087,7.85141,-20.2346,5.6172
u1287,-4.09062,-27.1864,4.42475,-7.00571,-8.71107,-0.198024,-5.75828,10.8093
u1288,-91.0631,2.89969,14.3019,4.47026,0.152059,4.71846,2.98278,7.48182
u1289,63.2229,25.1437,-20.708,-27.1946,-22.744,12.743,12.8138,3.9285
u129,70.1993,103.103,-16.7643,-11.0041,47.3533,-20.8515,-86.9333,44.7052
u1290,-37.5053,-26.3503,7.9806,-6.64221,-0.939431,0.379684,-1.29231,1.52797
u1291,66.3021,25.7074,-3.39804,-74.1706,-34.4131,7.47069,-17.3966,-51.4341
u1292,-11.2776,-32.5265,2.38028,-4.22228,1.54835,8.37871,-4.57694,0.189993
u1293,-46.6966,-9.33654,-9.80742,-3.52616,13.1174,-0.0627184,5.87302,1.0524
u1294,-10.729,-9.91628,18.2963,-7.87686,-11.6015,10.7556,-0.782919,1.65482
u1295,89.6866,9.41726,45.2376,-21.5703,-20.2393,-11.5758,6.86837,-6.57674
u1296,58.9399,-42.2001,-0.0755627,-2.94028,-4.21644,-5.01888,-3.23898,7.22358
u1297,-58.5319,-9.35776,16.8565,-1.24418,-6.57923,1.2139,0.568786,2.0158
u1298,-37.8559,1.4801,24.5824,-6.80061,-2.98391,4.27578,-7.9138,-2.0437
u1299,62.6989,-39.9823,0.4224,-4.48497,8.917,-5.3383,-3.90475,-4.07942
u13,49.121,8.45589,25.9128,-7.3438,-0.806362,1.40071,-4.71071,3.98381
u130,13.2578,35.2079,37.6155,0.918821,-5.19574,-1.07994,14.3317,6.47195
u1300,80.1394,2.69643,14.255,10.3287,7.35561,3.70093,-1.02268,-0.0795357
u1301,-52.5669,2.47416,14.9451,-9.70744,9.87115,12.7159,-1.58877,1.19402
u1302,-82.5244,-27.0204,4.70682,1.4884,-4.97158,4.84655,0.225019,4.2882
u1303,-20.8079,-8.62043,4.78983,1.8841,7.98497,7.34607,14.4674,-7.66971
u1304,-6.09714,-5.18245,23.6421,-2.56487,-3.17695,6.88165,-6.80852,-2.72377
u1305,21.6988,-6.92059,23.9626,-1.61473,-11.6791,4.35917,-9.44169,2.33396
u1306,-10.148,-39.4255,-3.89171,0.535811,-8.87905,6.19384,0.327942,2.08393
u1307,64.6523,92.0733,-19.0189,-8.40679,48.0718,1.37359,21.1472,7.79219
u1308,-5.36887,-5.12594,-6.39156,-35.0688,14.5617,6.44399,-10.6609,-1.74746
u1309,46.6365,46.7651,-42.3124,58.6145,19.4217,10.074,-32.6217,-18.3424
u131,48.482,39.2486,31.9898,0.932204,0.342156,-12.6275,-3.83726,2.19846
u1310,32.6023,9.88916,25.8414,10.6411,-10.8557,2.33602,14.9326,1.39105
u1311,94.3349,-36.3061,7.30023,9.17367,-9.35791,2.66157,-1.41749,0.972032
u1312,-83.0584,-12.8226,-0.829953,-8.60828,-7.86265,-4.65026,-3.72742,-0.726452
u1313,-56.6361,44.7291,30.6181,6.13158,33.3372,0.0973993,18.9932,5.95756
u1314,43.9045,-12.3831,6.32293,11.5089,-2.84116,3.40086,4.02184,-2.97126
u1315,83.2406,-39.2926,-2.94894,9.096,0.563181,-10.3606,1.4752,-2.18024
u1316,-84.337,-30.1893,-9.32844,-0.650637,5.50435,-1.20728,0.598872,7.29298
u1317,-103.963,-21.2553,7.79584,0.843625,5.27089,-2.03892,-3.50126,-4.13627
u1318,80.2992,31.4041,26.0544,-31.6057,-23.0188,-16.5098,22.0102,-18.5801
u1319,-65.8484,-29.2802,-8.5783,-3.37758,-6.4826,1.36333,-8.12755,2.03169
u132,21.698,103.31,1.95228,-20.4463,41.234,-4.17263,-7.80325,-9.70653
u1320,3.76078,-25.5306,12.1106,-0.257161,-3.46111,-0.883485,-2.67296,8.14428
u1321,45.3314,-37.2303,-3.54534,1.9247,4.58026,-6.3066,-6.37455,4.15796
u1322,26.0667,-12.9735,14.8111,4.02069,-0.181808,5.5057,5.90829,-0.358395
u1323,33.0615,-36.781,-8.94909,20.1633,-5.4278,2.25951,-10.047,-2.32824
u1324,52.814,52.611,-30.1237,24.5538,72.9891,-11.9836,-4.1301,14.4914
u1325,-219.975,58.8433,-49.9877,-27.417,24.5239,9.17085,2.26954,21.5864
u1326,73.9822,98.3967,47.2653,-45.4148,-15.3159,13.7228,30.8213,-1.58621
u1327,-56.577,-22.8315,-12.3846,-8.06931,3.81532,3.71795,-4.41257,-3.2493
u1328,68.4956,-49.295,-9.98532,1.39994,2.90751,-9.26484,-1.81218,-0.134839
u1329,66.7232,27.1989,-30.0203,4.7754,11.7479,40.2735,12.4936,-51.6804
u133,-79.0524,-27.1656,-5.57834,-13.5221,-5.06959,-0.54085,-9.52172,-3.6837
u1330,-53.9663,-31.6382,-6.7918,8.69643,-0.189189,9.07482,-1.73094,-2.51299
u1331,20.0759,-27.6669,5.2665,7.37085,-5.65428,-1.05279,-11.7075,12.5511
u1332,-87.4669,71.6611,-2.37385,17.3924,-24.2796,-15.2712,-16.3678,22.3358
u1333,-9.70569,-22.7767,14.1629,-1.85095,-5.35661,1.24456,1.01652,0.427913
u1334,-78.6273,-29.0791,-6.19376,1.17163,-3.27136,5.43749,-0.325526,2.38611
u1335,54.0951,42.3629,-8.13406,-23.3254,24.5333,-0.959229,-15.1532,0.723313
u1336,-87.4129,-28.3857,0.784591,1.86723,1.17809,6.81948,-0.520125,-1.33816
u1337,30.8511,-37.097,-10.604,3.55594,-9.96653,2.66695,-8.56682,-2.33866
u1338,81.7093,41.6805,28.7071,18.35,16.8766,21.1789,8.49201,-4.74871
u1339,-159.352,120.243,-59.0136,-0.237835,-43.9789,-3.14026,-44.864,2.51814
u134,-41.3566,-35.2946,-5.46005,-4.56484,2.61912,2.79247,-6.84734,-9.73225
u1340,59.27,-25.5788,20.0412,14.9608,-0.320042,-3.28743,-0.481225,-8.10312
u1341,-115.983,43.2594,-51.6844,14.2697,-3.89295,-22.6783,13.3553,-2.82041
u1342,-49.1497,-15.5777,-1.12507,-9.79771,14.9976,-1.73139,14.6328,1.67374
u1343,206.435,11.059,-97.9228,19.0092,-60.7265,16.5761,17.7339,57.9275
u1344,-16.1825,-23.0193,5.22331,13.374,-5.97746,5.01839,-5.57695,5.69737
u1345,59.3898,-43.3257,-1.4199,-4.74038,-6.2917,5.12794,-0.216482,2.0094
u1346,12.571,-26.9979,8.81793,8.88723,-5.18233,5.58136,-3.37586,1.61977
u1347,10.0658,37.0108,38.4015,7.60758,-7.09378,-12.9645,-0.236254,-12.1766
u1348,28.8841,-38.9953,3.1423,2.73456,-5.73267,1.91394,-5.3233,3.75765
u1349,-7.72223,-45.9885,-2.04622,0.736118,0.178143,0.340119,-1.45345,5.52503
u135,62.3487,-11.5649,16.8664,4.48822,3.27234,-1.6088,6.54525,2.80079
u1350,-23.8767,45.5186,58.5669,8.716,-11.0133,16.333,-0.357747,-5.84118
u1351,1.99054,-46.0769,-5.43482,-0.0347478,-0.296659,5.00657,-5.08021,7.05845
u1352,-56.1742,-22.1833,5.10478,-0.658704,-8.42019,-1.62679,3.99453,8.75745
u1353,-13.0931,-30.0496,4.24242,0.220315,3.22149,0.0967299,5.15245,6.55396
u1354,-63.6493,7.858,5.58224,1.19314,5.3924,9.51128,-3.53262,4.44474
u1355,-95.1117,23.2473,-10.7644,-24.2474,-48.4834,22.9042,-10.0937,-1.28798
u1356,-17.8297,-37.7108,-6.63942,4.0896,0.360443,0.620635,-3.29709,7.37785
u1357,-20.2428,77.8741,30.3398,-29.8338,-2.19524,5.18999,-19.0957,-10.839
u1358,119.515,-24.4524,26.0871,-15.6995,5.45116,-21.5209,5.82464,7.83847
u1359,88.3855,9.45642,-20.5675,13.7526,-8.15286,-24.8732,-9.82491,2.10009
u136,-30.492,-21.4851,6.05272,-0.147624,1.46807,-14.7711,4.24124,-0.17781
u1360,-21.4837,-36.968,-2.95924,-12.9461,-12.2013,3.68028,0.0509583,-5.61607
u1361,38.7987,-35.643,-0.0457798,-6.23769,-2.7299,-1.66329,3.61554,3.79014
u1362,38.5847,28.6142,27.3955,-2.33716,11.3544,-10.0565,7.87243,12.3006
u1363,25.9075,-20.5416,-0.210421,-1.75268,-0.374364,-11.9915,8.17677,0.366757
u1364,2.43808,-30.6969,2.6792,0.765277,-5.19404,4.50229,-3.67358,8.90938
u1365,2.79234,-26.8792,10.8548,0.755812,-0.615445,-3.31895,-8.74724,-0.787341
u1366,41.7345,5.37749,25.9429,-4.8549,3.18178,3.22047,3.79953,-2.48108
u1367,25.7815,5.29731,-58.6266,-18.9249,7.0837,4.27238,-4.16193,1.98157
u1368,31.5034,-30.1174,-6.25349,9.14954,-2.2611,0.11028,1.88764,3.94544
u1369,51.9542,25.5822,-130.434,51.5549,42.0422,-30.0881,14.5144,-24.65
u137,57.2602,7.9741,43.7696,-55.4185,18.2392,-15.644,-24.2747,-12.1953
u1370,5.37477,-28.5788,7.10877,2.87114,-0.855849,7.84713,-1.99989,-3.18554
u1371,-66.3248,-20.1294,4.89858,1.34987,-12.8575,8.78492,-2.6894,6.02159
u1372,-26.0786,-37.5125,-9.30239,-4.98394,1.55162,-6.15307,-15.8489,-0.493295
